ngram,prediction,freq,prop
things,as,35,0.001657903
things,but,123,0.005826346
things,for,563,0.026668561
things,from,35,0.001657903
things,have,403,0.019089574
things,i,2171,0.102837383
things,in,1294,0.061295059
things,like,1294,0.061295059
things,on,150,0.007105301
things,that,3799,0.179953579
things,to,2007,0.095068921
things,up,116,0.005494766
things,we,576,0.027284354
things,were,439,0.020794846
things,will,78,0.003694756
things,with,44,0.002084221
things,you,754,0.035715977
think,.,1967,0.062124945
think,a,199,0.006285137
think,about,3520,0.111174278
think,and,75,0.00236877
think,he,746,0.023561367
think,i'll,36,0.00113701
think,i'm,281,0.008874992
think,i,3603,0.113795717
think,is,465,0.014686375
think,it's,937,0.029593835
think,it,2818,0.08900259
think,itus,759,0.023971954
think,ium,77,0.002431937
think,my,290,0.009159245
think,of,4160,0.131387783
think,she,433,0.0136757
think,so,234,0.007390563
think,that,4099,0.129461184
think,the,2075,0.065535974
think,there,383,0.012096519
think,they,1071,0.033826038
think,this,1268,0.040048007
think,we,1080,0.03411029
think,you,1086,0.034299792
thinking,.,710,0.14274226
thinking,about,2425,0.487535183
thinking,and,73,0.014676317
thinking,of,1002,0.201447527
thinking,that,764,0.153598713
this,.,7662,0.055371274
this,a,861,0.006222222
this,afternoon,458,0.003309846
this,album,42,0.000303523
this,all,233,0.00168383
this,and,1730,0.012502258
this,area,355,0.002565492
this,article,705,0.005094851
this,as,1009,0.00729178
this,at,36,0.000260163
this,beautiful,45,0.000325203
this,because,535,0.003866305
this,beer,494,0.003570009
this,before,115,0.000831075
this,blog,3095,0.022366757
this,book,3443,0.024881662
this,but,809,0.005846432
this,can,626,0.004523939
this,card,977,0.007060524
this,case,1193,0.0086215
this,challenge,574,0.004148148
this,could,627,0.004531165
this,country,891,0.006439024
this,day,1147,0.00828907
this,dish,38,0.000274616
this,evening,271,0.001958446
this,event,134,0.000968383
this,film,749,0.005412827
this,first,39,0.000281843
this,for,938,0.006778681
this,game,161,0.001163505
this,great,121,0.000874435
this,guy,618,0.004466125
this,has,1357,0.009806685
this,house,38,0.000274616
this,i,1160,0.008383017
this,idea,416,0.003006323
this,in,1387,0.010023487
this,information,41,0.000296296
this,is,28789,0.208050587
this,isn't,156,0.001127371
this,isnut,324,0.002341463
this,issue,442,0.003194219
this,it,39,0.000281843
this,kind,785,0.00567299
this,last,469,0.003389341
this,life,75,0.000542005
this,list,36,0.000260163
this,little,1241,0.008968383
this,makes,282,0.00203794
this,man,353,0.002551039
this,may,776,0.005607949
this,means,948,0.006850949
this,might,434,0.003136405
this,moment,228,0.001647696
this,month,1535,0.011093044
this,morning,3071,0.022193315
this,movie,938,0.006778681
this,new,1195,0.008635953
this,novel,147,0.001062331
this,on,568,0.004104788
this,one,5147,0.037196025
this,or,36,0.000260163
this,out,239,0.001727191
this,page,40,0.00028907
this,part,183,0.001322493
this,particular,935,0.006757001
this,past,1286,0.009293586
this,person,73,0.000527552
this,photo,334,0.002413731
this,picture,587,0.004242096
this,piece,238,0.001719964
this,place,722,0.005217706
this,point,2292,0.016563686
this,post,2934,0.021203252
this,process,250,0.001806685
this,project,744,0.005376694
this,question,194,0.001401987
this,really,37,0.000267389
this,recipe,1035,0.007479675
this,season,673,0.004863595
this,series,580,0.004191509
this,set,37,0.000267389
this,show,396,0.002861789
this,site,160,0.001156278
this,situation,77,0.000556459
this,song,602,0.004350497
this,sort,153,0.001105691
this,story,1128,0.008151762
this,stuff,516,0.003728997
this,summer,832,0.006012647
this,the,726,0.005246612
this,thing,468,0.003382114
this,time,5346,0.038634146
this,to,1457,0.010529359
this,type,469,0.003389341
this,very,559,0.004039747
this,video,115,0.000831075
this,was,6880,0.049719964
this,way,1610,0.01163505
this,website,79,0.000570912
this,week's,441,0.003186992
this,week,6130,0.04429991
this,weekend,1880,0.013586269
this,whole,575,0.004155375
this,will,2038,0.014728094
this,with,624,0.004509485
this,woman,37,0.000267389
this,world,1135,0.008202349
this,would,1309,0.009459801
this,year,5967,0.043121951
this,yearus,109,0.000787715
tho,.,43,1
those,.,212,0.015936255
those,are,720,0.05412313
those,days,569,0.042772307
those,in,665,0.049988724
those,of,2263,0.170112005
those,people,587,0.044125385
those,that,943,0.070886266
those,things,969,0.072840713
those,two,111,0.008343983
those,who,5896,0.443208299
those,with,368,0.027662933
though,.,2490,0.227272727
though,and,464,0.042351223
though,he,639,0.058324206
though,i,2943,0.268619934
though,is,39,0.003559693
though,it,1272,0.116100767
though,she,148,0.01350858
though,that,240,0.021905805
though,the,1469,0.134081782
though,there,78,0.007119387
though,they,609,0.05558598
though,we,565,0.051569916
thought,.,1089,0.083614865
thought,about,1049,0.080543612
thought,and,36,0.002764128
thought,he,259,0.019886364
thought,i'd,707,0.054284398
thought,i,2210,0.169686732
thought,it,2207,0.169456388
thought,iud,37,0.002840909
thought,of,1669,0.128148034
thought,that,1476,0.113329238
thought,the,627,0.048141892
thought,they,114,0.008753071
thought,this,309,0.02372543
thought,to,708,0.054361179
thought,was,527,0.040463759
thoughts,.,700,0.454545455
thoughts,and,636,0.412987013
thoughts,on,204,0.132467532
thousands,of,1661,1
threat,to,72,1
three,.,321,0.075976331
three,days,634,0.150059172
three,months,338,0.08
three,of,884,0.209230769
three,times,618,0.146272189
three,weeks,376,0.088994083
three,years,1054,0.249467456
thrilled,to,43,1
through,.,1483,0.07509241
through,a,2220,0.112410755
through,all,492,0.024912654
through,and,578,0.029267305
through,her,130,0.006582612
through,his,609,0.030837004
through,it,763,0.038634868
through,my,1353,0.068509798
through,our,195,0.009873918
through,some,77,0.003898932
through,the,10260,0.519519976
through,their,231,0.011696795
through,this,801,0.040559016
through,to,435,0.022026432
through,your,122,0.006177528
throughout,the,2431,1
thursday,.,256,1
ti,.,171,1
till,the,151,1
time,.,13541,0.222490593
time,a,370,0.006079427
time,ago,194,0.003187591
time,and,4780,0.078539623
time,around,334,0.005487915
time,as,760,0.012487471
time,at,648,0.010647213
time,before,41,0.000673666
time,but,1050,0.017252428
time,for,3291,0.054074038
time,has,36,0.000591512
time,he,795,0.013062552
time,i,5836,0.095890636
time,in,2711,0.044544125
time,is,989,0.016250144
time,it,1014,0.016660916
time,my,38,0.000624374
time,of,2474,0.040650006
time,on,870,0.014294869
time,or,508,0.008346889
time,she,532,0.00874123
time,since,150,0.002464633
time,so,262,0.004304891
time,th,86,0.001413056
time,that,1122,0.018435451
time,the,1400,0.023003237
time,there,42,0.000690097
time,they,623,0.01023644
time,this,81,0.001330902
time,to,9933,0.163207966
time,was,521,0.00856049
time,we,1522,0.025007805
time,when,1213,0.019930662
time,with,1981,0.03254958
time,you,1113,0.018287573
times,.,2421,0.350818722
times,a,711,0.103028547
times,and,1015,0.147080133
times,but,43,0.006230981
times,i,735,0.106506303
times,in,672,0.097377192
times,of,401,0.058107521
times,that,113,0.016374438
times,the,152,0.022025793
times,to,36,0.005216635
times,when,602,0.087233734
tired,.,183,0.138741471
tired,and,204,0.154662623
tired,of,932,0.706595906
title,.,253,0.391640867
title,of,393,0.608359133
to,.,6638,0.008489957
to,a,20184,0.025815198
to,about,70,8.95E-05
to,accept,928,0.001186906
to,accomplish,324,0.000414394
to,achieve,1027,0.001313526
to,act,712,0.000910643
to,actually,740,0.000946455
to,add,2484,0.003177019
to,address,545,0.000697051
to,admit,1218,0.001557814
to,all,3340,0.004271837
to,allow,966,0.001235507
to,an,3073,0.003930346
to,and,1546,0.001977323
to,announce,322,0.000411836
to,another,1371,0.0017535
to,answer,901,0.001152373
to,any,1177,0.001505375
to,anyone,828,0.001059006
to,appear,182,0.000232777
to,apply,455,0.000581942
to,appreciate,38,4.86E-05
to,arrive,162,0.000207197
to,as,734,0.000938781
to,ask,2188,0.002798437
to,assist,36,4.60E-05
to,at,191,0.000244288
to,attend,894,0.00114342
to,avoid,1676,0.002143593
to,back,214,0.000273705
to,bake,47,6.01E-05
to,be,67793,0.086706784
to,beat,238,0.0003044
to,become,2407,0.003078537
to,bed,1304,0.001667807
to,begin,1228,0.001570604
to,being,966,0.001235507
to,believe,1852,0.002368695
to,blame,268,0.00034277
to,blog,513,0.000656123
to,blow,36,4.60E-05
to,both,494,0.000631823
to,break,1081,0.001382592
to,bring,2859,0.003656641
to,build,1473,0.001883957
to,but,113,0.000144526
to,buy,2928,0.003744892
to,call,1809,0.002313699
to,capture,435,0.000556362
to,care,404,0.000516713
to,carry,950,0.001215044
to,catch,1271,0.0016256
to,celebrate,1249,0.001597462
to,change,2788,0.003565833
to,check,2082,0.002662864
to,choose,1394,0.001782916
to,church,36,4.60E-05
to,claim,272,0.000347886
to,clean,753,0.000963082
to,clear,155,0.000198244
to,climb,37,4.73E-05
to,close,346,0.000442532
to,collect,191,0.000244288
to,college,75,9.59E-05
to,combine,69,8.83E-05
to,come,5630,0.007200732
to,comment,193,0.000246846
to,communicate,230,0.000294168
to,complete,860,0.001099934
to,connect,328,0.00041951
to,consider,863,0.001103771
to,contact,116,0.000148363
to,continue,1368,0.001749663
to,control,631,0.000807045
to,convince,492,0.000629265
to,cook,850,0.001087144
to,cool,499,0.000638218
to,cover,1072,0.001371081
to,create,3700,0.004732275
to,cross,74,9.46E-05
to,cry,200,0.000255799
to,cut,1263,0.001615368
to,dance,34,4.35E-05
to,date,675,0.00086332
to,deal,1457,0.001863493
to,death,856,0.001094818
to,decide,748,0.000956687
to,defend,431,0.000551246
to,degrees,188,0.000240451
to,deliver,418,0.000534619
to,describe,818,0.001046216
to,destroy,383,0.000489854
to,determine,585,0.000748211
to,develop,786,0.001005289
to,die,860,0.001099934
to,discover,659,0.000842857
to,discuss,707,0.000904248
to,do,25271,0.032321437
to,draw,781,0.000998894
to,dress,36,4.60E-05
to,drink,796,0.001018079
to,drive,964,0.001232949
to,drop,456,0.000583221
to,dry,45,5.76E-05
to,each,1302,0.001665249
to,earn,650,0.000831346
to,eat,2891,0.003697569
to,either,72,9.21E-05
to,encourage,510,0.000652287
to,end,1086,0.001388987
to,engage,236,0.000301842
to,enjoy,1561,0.001996508
to,ensure,1131,0.001446541
to,enter,1190,0.001522002
to,escape,605,0.000773791
to,establish,77,9.85E-05
to,even,566,0.00072391
to,every,300,0.000383698
to,everyone,1053,0.00134678
to,expand,71,9.08E-05
to,expect,460,0.000588337
to,experience,635,0.000812161
to,explain,1292,0.001652459
to,explore,787,0.001006568
to,express,630,0.000805766
to,face,836,0.001069238
to,fall,810,0.001035984
to,feed,532,0.000680424
to,feel,2164,0.002767741
to,fight,1008,0.001289225
to,figure,1406,0.001798264
to,fill,1032,0.001319921
to,finally,317,0.000405441
to,find,8629,0.011036432
to,finish,1560,0.001995229
to,fit,929,0.001188185
to,fix,658,0.000841578
to,fly,322,0.000411836
to,focus,997,0.001275156
to,follow,1823,0.002331605
to,for,36,4.60E-05
to,force,151,0.000193128
to,forget,440,0.000562757
to,form,654,0.000836462
to,fulfill,36,4.60E-05
to,gain,611,0.000781465
to,gather,41,5.24E-05
to,get,25556,0.03268595
to,give,6724,0.00859995
to,go,14407,0.018426455
to,god,1099,0.001405614
to,grab,500,0.000639497
to,grow,1252,0.001601299
to,hand,35,4.48E-05
to,handle,591,0.000755885
to,hang,758,0.000969477
to,happen,1256,0.001606415
to,have,17095,0.021864388
to,having,77,9.85E-05
to,head,546,0.00069833
to,heal,38,4.86E-05
to,hear,2960,0.00378582
to,help,6137,0.007849181
to,her,5079,0.006496006
to,hide,644,0.000823672
to,him,3351,0.004285906
to,himself,72,9.21E-05
to,his,4757,0.006084171
to,hit,525,0.000671471
to,hold,1719,0.002198589
to,how,662,0.000846693
to,i,38,4.86E-05
to,identify,408,0.000521829
to,ignore,322,0.000411836
to,imagine,528,0.000675308
to,improve,852,0.001089702
to,in,674,0.000862041
to,include,802,0.001025753
to,increase,573,0.000732863
to,introduce,453,0.000579384
to,it,3880,0.004962494
to,its,1315,0.001681876
to,join,1591,0.002034878
to,judge,42,5.37E-05
to,jump,380,0.000486017
to,just,1773,0.002267655
to,keep,7594,0.009712674
to,kick,115,0.000147084
to,kill,1220,0.001560372
to,know,6273,0.008023124
to,last,229,0.000292889
to,laugh,75,9.59E-05
to,lay,121,0.000154758
to,lead,435,0.000556362
to,learn,2948,0.003770472
to,leave,2946,0.003767914
to,let,2845,0.003638736
to,life,859,0.001098655
to,like,608,0.000777628
to,listen,1072,0.001371081
to,live,3414,0.004366483
to,look,4389,0.005613501
to,lose,1163,0.001487469
to,love,1554,0.001987555
to,maintain,755,0.00096564
to,make,21518,0.027521375
to,making,37,4.73E-05
to,manage,38,4.86E-05
to,many,584,0.000746932
to,marry,207,0.000264752
to,match,521,0.000666355
to,me,12474,0.015954161
to,meet,2546,0.003256317
to,mention,1568,0.002005461
to,mind,706,0.000902969
to,minutes,295,0.000377303
to,miss,613,0.000784023
to,mix,33,4.22E-05
to,more,549,0.000702167
to,most,38,4.86E-05
to,move,2324,0.00297238
to,my,11054,0.014137991
to,myself,1200,0.001534792
to,name,345,0.000441253
to,new,843,0.001078191
to,no,450,0.000575547
to,not,1781,0.002277887
to,note,151,0.000193128
to,notice,125,0.000159874
to,obtain,203,0.000259636
to,offer,1231,0.001574441
to,one,1842,0.002355905
to,only,39,4.99E-05
to,open,1112,0.00142224
to,or,36,4.60E-05
to,order,324,0.000414394
to,other,1024,0.001309689
to,others,717,0.000917038
to,our,4095,0.005237477
to,paint,521,0.000666355
to,participate,692,0.000885063
to,pass,1040,0.001330153
to,pay,2556,0.003269107
to,people,932,0.001192022
to,perform,561,0.000717515
to,pick,1971,0.002520896
to,place,411,0.000525666
to,plan,243,0.000310795
to,play,3589,0.004590307
to,please,80,0.000102319
to,point,538,0.000688098
to,post,1563,0.001999066
to,practice,372,0.000475785
to,pray,387,0.00049497
to,prepare,701,0.000896574
to,present,427,0.00054613
to,preserve,39,4.99E-05
to,prevent,944,0.00120737
to,produce,733,0.000937502
to,promote,592,0.000757164
to,protect,1355,0.001733036
to,prove,835,0.001067959
to,provide,1745,0.002231843
to,pull,1007,0.001287946
to,purchase,627,0.000801929
to,pursue,229,0.000292889
to,push,766,0.000979709
to,put,4551,0.005820698
to,question,39,4.99E-05
to,raise,923,0.001180511
to,reach,1129,0.001443983
to,read,4753,0.006079055
to,realize,745,0.00095285
to,really,842,0.001076912
to,receive,840,0.001074354
to,recognize,320,0.000409278
to,record,36,4.60E-05
to,reduce,557,0.000712399
to,reflect,240,0.000306958
to,relax,159,0.00020336
to,release,258,0.00032998
to,remain,526,0.00067275
to,remember,1477,0.001889073
to,remind,624,0.000798092
to,remove,793,0.001014242
to,replace,466,0.000596011
to,report,343,0.000438695
to,represent,34,4.35E-05
to,respond,337,0.000431021
to,rest,352,0.000450206
to,return,924,0.00118179
to,reveal,125,0.000159874
to,review,243,0.000310795
to,ride,258,0.00032998
to,rise,75,9.59E-05
to,run,2199,0.002812506
to,save,1781,0.002277887
to,say,10485,0.013410243
to,school,1308,0.001672923
to,see,17839,0.022815959
to,seeing,228,0.00029161
to,seek,425,0.000543572
to,sell,1215,0.001553977
to,send,1288,0.001647343
to,serve,933,0.001193301
to,set,1193,0.001525839
to,settle,157,0.000200802
to,share,4757,0.006084171
to,shoot,146,0.000186733
to,show,3497,0.004472639
to,sign,499,0.000638218
to,sing,382,0.000488575
to,sit,1654,0.002115455
to,sleep,1547,0.001978602
to,solve,174,0.000222545
to,some,1874,0.002396833
to,someone,802,0.001025753
to,something,459,0.000587058
to,speak,1534,0.001961976
to,spend,2386,0.003051678
to,spread,177,0.000226382
to,stand,988,0.001263645
to,start,4183,0.005350028
to,stay,2706,0.003460956
to,steal,37,4.73E-05
to,step,549,0.000702167
to,stick,527,0.000674029
to,stop,2995,0.003830585
to,store,37,4.73E-05
to,study,291,0.000372187
to,submit,74,9.46E-05
to,such,146,0.000186733
to,suggest,77,9.85E-05
to,support,1215,0.001553977
to,survive,640,0.000818556
to,take,11111,0.014210893
to,talk,2662,0.00340468
to,taste,665,0.00085053
to,teach,1021,0.001305852
to,tell,4099,0.005242593
to,test,161,0.000205918
to,thank,736,0.000941339
to,that,2924,0.003739776
to,the,85571,0.109444725
to,their,4010,0.005128763
to,them,3292,0.004210446
to,these,923,0.001180511
to,think,4308,0.005509903
to,this,5610,0.007175152
to,those,1866,0.002386601
to,three,40,5.12E-05
to,throw,837,0.001070517
to,time,661,0.000845414
to,top,39,4.99E-05
to,touch,116,0.000148363
to,travel,626,0.00080065
to,treat,200,0.000255799
to,trust,310,0.000396488
to,try,4769,0.006099518
to,turn,1715,0.002193473
to,two,354,0.000452764
to,understand,1984,0.002537522
to,us,2665,0.003408517
to,use,6840,0.008748313
to,view,190,0.000243009
to,visit,2039,0.002607867
to,vote,406,0.000519271
to,wait,1462,0.001869888
to,wake,242,0.000309516
to,walk,1547,0.001978602
to,want,402,0.000514155
to,watch,2710,0.003466072
to,wear,1519,0.001942791
to,what,1992,0.002547754
to,when,111,0.000141968
to,where,710,0.000908085
to,which,972,0.001243181
to,why,35,4.48E-05
to,win,2023,0.002587403
to,wonder,295,0.000377303
to,work,6833,0.00873936
to,worry,892,0.001140862
to,write,4596,0.005878253
to,you,5097,0.006519028
to,your,4569,0.00584372
to,yourself,70,8.95E-05
today,.,5640,0.462522552
today,and,1284,0.105297687
today,as,74,0.006068558
today,i,2284,0.187305232
today,in,37,0.003034279
today,is,1222,0.10021322
today,the,351,0.028784648
today,to,237,0.019435788
today,was,517,0.042397901
today,we,548,0.044940134
together,.,3444,0.394592117
together,a,244,0.027956004
together,and,1529,0.175183318
together,as,36,0.004124656
together,for,420,0.04812099
together,in,888,0.101741522
together,the,499,0.057172319
together,to,751,0.086044913
together,with,917,0.105064161
told,her,1086,0.117354657
told,him,1259,0.136049276
told,me,3403,0.367732872
told,that,658,0.071104387
told,the,975,0.105359844
told,them,483,0.052193646
told,to,110,0.011886752
told,us,609,0.06580938
told,you,671,0.072509185
tomorrow,.,1260,0.972222222
tomorrow,and,36,0.027777778
ton,of,772,1
tonight,.,849,1
tons,of,957,1
too,.,7971,0.426918751
too,and,619,0.033153018
too,bad,460,0.024637138
too,big,109,0.00583793
too,busy,160,0.008569439
too,but,324,0.017353114
too,far,560,0.029993037
too,hard,168,0.008997911
too,i,40,0.00214236
too,late,755,0.040437041
too,long,981,0.052541374
too,many,1758,0.094156714
too,much,4546,0.243479192
too,often,185,0.009908414
too,th,35,0.001874565
took,a,2501,0.359752589
took,her,83,0.01193901
took,it,474,0.068181818
took,me,1043,0.150028769
took,my,474,0.068181818
took,off,36,0.005178366
took,over,36,0.005178366
took,place,557,0.080120829
took,the,1748,0.251438435
top,.,1206,0.197478304
top,and,644,0.105452759
top,of,3984,0.652366137
top,with,273,0.0447028
total,of,633,1
touch,.,280,0.237087214
touch,of,479,0.405588484
touch,with,422,0.357324301
tour,of,114,1
toward,the,885,1
towards,the,1589,1
town,.,1156,0.610026385
town,and,517,0.272823219
town,of,222,0.117150396
tr,.,318,1
track,.,311,0.528911565
track,of,277,0.471088435
training,.,161,0.68220339
training,and,75,0.31779661
travel,to,34,1
treat,.,36,1
tree,.,703,1
trees,.,475,0.749211356
trees,and,159,0.250788644
tried,to,3766,1
tries,to,981,1
trip,.,849,0.334251969
trip,to,1691,0.665748031
trouble,.,332,1
TRUE,.,1542,0.82992465
TRUE,that,79,0.042518837
TRUE,to,237,0.127556512
trust,.,115,0.152722444
trust,in,79,0.104913679
trust,me,559,0.742363878
truth,.,981,0.460779709
truth,and,269,0.126350399
truth,is,761,0.35744481
truth,of,118,0.055425082
try,.,846,0.08943863
try,and,1625,0.171794059
try,it,712,0.075272228
try,not,34,0.00359446
try,the,34,0.00359446
try,this,84,0.008880431
try,to,6124,0.647425732
trying,to,11034,1
tsp,.,194,1
tu,.,93,1
tuesday,.,297,1
turn,.,256,0.100274187
turn,into,231,0.090481786
turn,it,148,0.057971014
turn,out,619,0.242459851
turn,the,579,0.226792009
turn,to,720,0.282021152
turned,into,736,0.215078901
turned,on,35,0.010227937
turned,out,1889,0.552016365
turned,the,35,0.010227937
turned,to,727,0.21244886
turns,out,1410,1
tv,.,535,0.747206704
tv,and,181,0.252793296
tw,.,158,1
twenty,years,75,1
twice,a,37,1
two,.,1269,0.112241288
two,and,612,0.05413055
two,days,968,0.085618256
two,different,324,0.02865735
two,hours,586,0.051830886
two,months,544,0.048116045
two,more,355,0.031399257
two,of,2143,0.189545374
two,or,516,0.045639483
two,other,35,0.003095701
two,people,230,0.020343181
two,things,500,0.044224306
two,weeks,1506,0.133203609
two,years,1718,0.151954714
type,of,2643,1
types,of,1345,1
u,.,2253,0.093679834
u,a,1823,0.075800416
u,all,87,0.003617464
u,and,3598,0.14960499
u,as,553,0.022993763
u,but,1516,0.063035343
u,for,278,0.011559252
u,he,119,0.004948025
u,i,1870,0.077754678
u,if,204,0.008482328
u,in,821,0.034137214
u,is,554,0.023035343
u,it,903,0.037546778
u,itus,477,0.01983368
u,not,596,0.024781705
u,or,614,0.025530146
u,so,368,0.015301455
u,that,728,0.03027027
u,the,3274,0.136133056
u,there,71,0.002952183
u,they,475,0.01975052
u,this,380,0.015800416
u,to,676,0.028108108
u,we,365,0.015176715
u,what,72,0.002993763
u,which,678,0.028191268
u,with,114,0.004740125
u,you,583,0.024241164
ua,.,547,1
uca,.,107,1
ucb,.,42,1
ucd,.,34,1
uch,.,41,1
uci,.,371,0.429895713
uci,am,160,0.185399768
uci,donut,332,0.384704519
ucif,you,39,1
ucit,is,115,1
ucn,.,50,1
uco,.,38,1
ucs,.,107,1
uct,.,245,1
ucthis,is,208,1
ucw,.,225,1
ucy,.,127,1
ud,.,433,1
uk,.,778,1
un,.,473,1
unable,to,1411,1
under,a,835,0.151956324
under,my,208,0.037852593
under,the,4452,0.810191083
understand,.,632,0.153584447
understand,how,198,0.048116646
understand,it,37,0.008991495
understand,that,972,0.236208991
understand,the,1239,0.30109356
understand,what,448,0.108869988
understand,why,589,0.143134872
understanding,of,875,1
unfortunately,i,154,0.647058824
unfortunately,the,84,0.352941176
unique,and,36,1
united,states,2592,1
universe,.,246,1
university,.,389,0.202709745
university,of,1530,0.797290255
unless,you,745,1
unlike,the,149,1
until,a,336,0.033963408
until,he,565,0.057111089
until,i,1944,0.196502578
until,it,861,0.087031234
until,now,156,0.015768725
until,she,191,0.01930658
until,the,3269,0.330435662
until,then,242,0.024461741
until,they,842,0.085110684
until,we,664,0.067118164
until,you,823,0.083190134
up,.,8164,0.106638104
up,a,4349,0.056806604
up,after,36,0.000470232
up,again,384,0.005015805
up,against,242,0.003161002
up,all,725,0.009469944
up,an,235,0.003069568
up,and,7604,0.099323389
up,as,935,0.012212963
up,at,1904,0.024870033
up,being,423,0.005525223
up,but,496,0.006478748
up,by,907,0.011847227
up,for,3534,0.04616108
up,from,1004,0.01311424
up,her,269,0.003513676
up,here,69,0.000901277
up,his,608,0.007941691
up,i,703,0.009182581
up,in,5491,0.071723399
up,into,448,0.005851773
up,is,36,0.000470232
up,my,1618,0.021134303
up,of,721,0.009417696
up,on,3991,0.052130411
up,or,189,0.002468717
up,our,358,0.004676193
up,so,554,0.007236344
up,some,892,0.011651297
up,th,35,0.00045717
up,that,323,0.004219023
up,the,7443,0.097220408
up,their,608,0.007941691
up,there,720,0.009404634
up,this,758,0.00990099
up,to,10251,0.133898482
up,until,523,0.006831422
up,when,246,0.00321325
up,with,7935,0.103646908
up,your,827,0.010802268
upon,a,597,0.330199115
upon,the,1211,0.669800885
upside,down,69,1
urge,to,197,1
us,.,7322,0.272974686
us,a,1263,0.047086456
us,about,183,0.006822503
us,all,939,0.03500727
us,and,2761,0.102934049
us,are,345,0.012862096
us,as,672,0.025053126
us,at,440,0.016403833
us,but,160,0.00596503
us,by,36,0.001342132
us,for,786,0.02930321
us,from,587,0.021884204
us,have,112,0.004175521
us,i,39,0.001453976
us,in,1478,0.055101965
us,is,191,0.007120755
us,know,117,0.004361928
us,of,36,0.001342132
us,on,546,0.020355665
us,so,37,0.001379413
us,that,1377,0.05133654
us,the,1103,0.041121426
us,to,4532,0.168959475
us,we,268,0.009991425
us,what,36,0.001342132
us,who,571,0.021287701
us,with,886,0.033031354
usa,.,75,1
use,.,1078,0.079072838
use,a,1728,0.126751265
use,and,108,0.007921954
use,as,33,0.002420597
use,for,279,0.020465048
use,in,393,0.028827111
use,it,1562,0.114574928
use,my,417,0.030587545
use,of,2768,0.203036749
use,that,77,0.00564806
use,the,2827,0.207364483
use,them,701,0.05141935
use,this,635,0.046578156
use,to,702,0.051492702
use,your,325,0.023839214
used,.,653,0.044136533
used,a,1261,0.085231497
used,as,757,0.051165934
used,by,570,0.038526529
used,for,1007,0.068063535
used,in,1270,0.085839811
used,it,322,0.021764109
used,my,416,0.028117607
used,the,1523,0.102940182
used,to,7016,0.474214262
using,.,38,0.007736156
using,a,1655,0.336929967
using,it,304,0.061889251
using,my,396,0.080618893
using,the,2446,0.497964169
using,this,73,0.014861564
usual,.,150,1
v,.,77,1
va,.,34,1
valentine's,day,112,1
value,.,208,0.221276596
value,of,732,0.778723404
variety,of,1780,1
ve,.,125,1
version,.,387,0.156426839
version,of,2087,0.843573161
versions,of,237,1
very,best,83,0.00605751
very,close,166,0.01211502
very,different,735,0.053641804
very,difficult,274,0.019997081
very,easy,77,0.005619618
very,excited,162,0.011823092
very,few,541,0.039483287
very,first,693,0.050576558
very,good,1726,0.125967012
very,happy,616,0.044956941
very,hard,502,0.036636987
very,important,673,0.049116917
very,interesting,332,0.024230039
very,least,71,0.005181725
very,little,982,0.07166837
very,long,691,0.050430594
very,much,1817,0.132608378
very,nice,621,0.045321851
very,own,77,0.005619618
very,similar,36,0.002627354
very,simple,75,0.005473653
very,small,197,0.014377463
very,soon,39,0.0028463
very,special,152,0.011093271
very,very,866,0.063202452
very,well,1498,0.109327106
vested,interests,256,1
vi,.,135,1
via,the,249,1
video,.,480,0.928433269
video,of,37,0.071566731
view,.,593,0.328349945
view,of,1213,0.671650055
vision,of,156,1
visit,.,611,0.307808564
visit,the,694,0.349622166
visit,to,680,0.34256927
voice,.,733,0.684407096
voice,and,152,0.141923436
voice,of,186,0.173669468
vote,for,471,1
w,.,679,1
wa,.,697,1
wait,.,845,0.172519396
wait,for,1459,0.297876684
wait,to,1910,0.389955084
wait,until,684,0.139648836
waited,for,207,1
waiting,for,2498,0.764849969
waiting,to,768,0.235150031
wake,up,1151,1
waking,up,238,1
walk,.,391,0.362037037
walk,away,116,0.107407407
walk,in,447,0.413888889
walk,to,126,0.116666667
walked,in,36,1
wall,.,669,0.553349876
wall,and,116,0.095947064
wall,street,424,0.35070306
walls,.,79,1
wan,.,53,1
want,.,1107,0.037821586
want,a,1003,0.034268339
want,it,754,0.025761044
want,me,74,0.002528272
want,my,39,0.001332468
want,the,866,0.029587618
want,them,402,0.013734668
want,to,24248,0.828453312
want,you,776,0.026512693
wanted,.,431,0.038253306
wanted,a,470,0.041714742
wanted,the,126,0.011183101
wanted,to,10240,0.908848851
wanting,to,1508,1
wants,to,3135,1
war,.,908,0.74122449
war,and,280,0.228571429
war,ii,37,0.030204082
warm,.,73,0.126297578
warm,and,505,0.873702422
was,.,2838,0.018525893
was,a,25509,0.166517615
was,able,1913,0.012487679
was,about,1610,0.010509756
was,actually,1048,0.006841133
was,all,1581,0.01032045
was,almost,505,0.003296538
was,already,753,0.004915432
was,also,2367,0.015451299
was,always,1003,0.006547382
was,amazing,124,0.000809447
was,an,3143,0.020516871
was,and,973,0.006351548
was,another,302,0.001971395
was,as,732,0.004778349
was,asked,274,0.001788617
was,at,1724,0.011253925
was,back,38,0.000248056
was,because,404,0.002637231
was,being,923,0.006025158
was,born,1737,0.011338786
was,built,37,0.000241529
was,called,332,0.002167229
was,coming,466,0.003041954
was,completely,252,0.001645005
was,created,209,0.00136431
was,definitely,114,0.000744169
was,doing,1054,0.0068803
